category,condition,description,meet_up,overview,pics,price,seller,title,url
,Brand new # Brand new: Never used before. Comes with original packaging or tag.,"Posted,4 weeks ago,Brand,Apple,Ram (GB),8GB,SSD Storage (GB),256GB,全新行貨有單 
全新未開封未啟用 連未開封運輸紙箱
時間地點再議

",Kwun Tong (觀塘),"Brand new,Meetup,Kwun Tong (觀塘)","https://media.karousell.com/media/photos/products/2023/8/23/apple_mac_mini_m2__8gb_ram_256_1692810693_ced7abfa,https://media.karousell.com/media/photos/products/2023/8/23/apple_mac_mini_m2__8gb_ram_256_1692810693_ced7abfa_progressive,https://media.karousell.com/media/photos/products/2023/8/23/apple_mac_mini_m2__8gb_ram_256_1692810693_ced7abfa_progressive,https://media.karousell.com/media/photos/products/2023/7/2/87__1825__imax_2d__n__1688272570_a1a0f0b7_thumbnail,https://media.karousell.com/media/photos/products/2023/5/2/35__1915_3_gotg3_2d__1683012566_6ce4a8a5_thumbnail","HK$3,600",/u/toxxxxx/,Apple Mac Mini M2 全新行貨 8GB ram 256GB SSD,https://www.carousell.com.hk/p/apple-mac-mini-m2-%E5%85%A8%E6%96%B0%E8%A1%8C%E8%B2%A8-8gb-ram-256gb-ssd-1250735475/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=a_aFLyJpLRmgih5o&t-referrer_sort_by=popular&t-tap_index=118
,Well used # Well used: Used but handled with care. Might have some minor flaws or defects.,"Posted,4 days ago,Brand,Microsoft,CPU： Intel® Core™ i7-4790K 處理器 8 MB 快取記憶體，最高 4.40 GHz 四核八線程
散熱器：Thermalright 利民 AXP90-X47 FULL 全銅下吹式散熱器
主板：ASUS H97i-Plus (MB-AH97I+)
RAM：Kingston DDR3 1600Mhz 16gb 雙通道 (8g * 2 )
硬碟：256G SSD (已裝妥Windows 10 , 5秒開機) + 500G HDD (供儲存資料用)
電源：Sharkoon SilentStorm SFX 銅牌 450W (80plus bronze)
顯示卡：ZOTAC GeForce® GTX 1050 Ti Mini (ZT-P10510A-10L)
機箱自選：MetalFish T40 Red (機箱體積7公升) 或 UFO-200 white (機箱體積5.6公升)

剩餘物資出清 , 機箱自選↓
紅色MetalFish T40機箱size：21.2cm (長) * 13.7cm (深) * 26cm (高) 支持20.6CM以內顯卡
白色UFO-200機箱size：19.5cm (長) * 14.5cm (深) * 21cm (高) 支持17.5CM以內顯卡
附圖可示,仲細過張A4紙,輕便單手便携
已清機重裝好windows10,即買即用
NVME SSD系統5秒開機,另送一隻500GB 2.5""HDD供儲存資料用

可等價交換平板或手機, 亦可散賣↓
CPU$450 , MB$400 , RAM$150 , VGA$300 , PSU$200 , M2 SSD$100 , HDD$50 , CASE $100

長沙灣或南昌交易或GOGOVAN速遞 全機唔超過5KG仲輕過包米
可whatsapp拍開機片 或 到本人長沙灣辦公室試機",MTR Lai Chi Kok Station (港鐵荔枝角站),"Well used,Meetup,MTR Lai Chi Kok Station (港鐵荔枝角站)","https://media.karousell.com/media/photos/products/2023/9/18/intel_i74790k_itx___i74790k__1_1695080472_bc9a1523,https://media.karousell.com/media/photos/products/2023/9/18/intel_i74790k_itx___i74790k__1_1695080472_bc9a1523_progressive,https://media.karousell.com/media/photos/products/2023/9/18/intel_i74790k_itx___i74790k__1_1695080472_0df382af_progressive,https://media.karousell.com/media/photos/products/2023/9/18/intel_i74790k_itx___i74790k__1_1695080472_d2d1d199_progressive,https://media.karousell.com/media/photos/products/2023/9/18/intel_i74790k_itx___i74790k__1_1695080472_b5ac708b_progressive,https://media.karousell.com/media/photos/products/2023/9/18/intel_i74790k_itx___i74790k__1_1695080472_f5d33c84_progressive,https://media.karousell.com/media/photos/products/2023/9/18/intel_i74790k_itx___i74790k__1_1695080638_b2922468_progressive,https://media.karousell.com/media/photos/products/2023/9/18/intel_i74790k_itx___i74790k__1_1695080638_cf93e54d_progressive,https://media.karousell.com/media/photos/products/2023/9/18/intel_i74790k_itx___i74790k__1_1695080472_29c12f52_progressive,https://media.karousell.com/media/photos/products/2023/9/18/intel_i74790k_itx___i74790k__1_1695080472_ca13a88c_progressive,https://media.karousell.com/media/photos/products/2023/8/21/grow_n_up_bb__1692585706_2690bb1f_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/8/19/_1692452217_c111fdb6_thumbnail,https://media.karousell.com/media/photos/products/2023/8/13/_ur_pvp_2_1691914244_9b3b2d67_thumbnail.jpg","HK$1,500",/u/ltmw1109/,Intel i7-4790k itx 電腦 / asus h97i / 16G RAM / 1050ti / 遊戲 / 剪片 / 文書 / HTPC / 超級慳位,https://www.carousell.com.hk/p/intel-i7-4790k-itx-%E9%9B%BB%E8%85%A6-asus-h97i-16g-ram-1050ti-%E9%81%8A%E6%88%B2-%E5%89%AA%E7%89%87-%E6%96%87%E6%9B%B8-htpc-%E8%B6%85%E7%B4%9A%E6%85%B3%E4%BD%8D-1255053566/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=a_aFLyJpLRmgih5o&t-referrer_sort_by=popular&t-tap_index=117
,Like new # Like new: Used lightly only once or twice. As good as new.,"Posted,3 days ago,Brand,Dell,dell optiplex 3070
i5-9400
16g ram
256gb nvme ssd+500gb hd
win 10 pro.office 2021",Kwun Tong (觀塘),"Like new,Meetup,Kwun Tong (觀塘)","https://media.karousell.com/media/photos/products/2023/9/17/dell_optiplex_3070_i59400_16g__1694939336_357b2c61.jpg,https://media.karousell.com/media/photos/products/2023/9/17/dell_optiplex_3070_i59400_16g__1694939336_357b2c61_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/17/dell_optiplex_3070_i59400_16g__1694939336_818810ce_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/17/dell_optiplex_3070_i59400_16g__1694939336_22f93845_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/17/dell_optiplex_3070_i59400_16g__1694939336_1a9366f1_progressive.jpg,https://media.karousell.com/media/photos/products/2022/7/5/acer_aspire_5_i51135g7_16g_ram_1657012066_a2036daa_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/5/1/hp_15da2000tu_i310110u_8g_ram__1682935231_a3ac4650_thumbnail.jpg,https://media.karousell.com/media/photos/products/2022/8/26/msi_gf63_i58300h_16g_ram_1tb_s_1661490854_9c30285b_thumbnail.jpg","HK$1,580",/u/sonyn41/,dell optiplex 3070 i5-9400 16g ram 256ssd+500gb hd.win 10 pro.office 2021.,https://www.carousell.com.hk/p/dell-optiplex-3070-i5-9400-16g-ram-256ssd-500gb-hd-win-10-pro-office-2021-1255282126/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=a_aFLyJpLRmgih5o&t-referrer_sort_by=popular&t-tap_index=114
,Lightly used # 7,"Bumped,2 weeks ago,Brand,Lenovo,Model Number,Lenovo ThinkCentre M710s,Ram (GB),16GB,SSD Storage (GB),256GB,⭐重點分享
💻技術規格
處理器　 Intel Core i5-7400 - 3.00GHz
系統　　 Windows 10 Pro
記憶體　 16GB (2x8GB)
儲存　　 256GB SSD 2.5""
顯示卡　 Intel  HD Graphics 630
尺寸　　 290.5 x 92.5 x 343.5 mm
重量　　 6.0 kg

■ 官方介紹
,

■ 詳細規格
,

🏤 深水埗海壇街230號地鋪
🕑 1:00PM-10:00PM 每天
💬 WhatsApp 62010260 查詢

🔹 實體店｜現場試機
🔹 三個月保養｜配原裝充電器
🔹 現金／EPS／Visa／MasterCard／銀聯
🔹 轉數快 FPS／PayMe／八達通／Alipay／Wechat Pay

🌐 瀏覽其他產品 ⬇️即時 Link
💻 手提電腦 / 一體式電腦 / Apple 產品
,

🖥 顯示器｜Monitor
,

💳 顯示卡｜Display Card
",Sham Shui Po (深水埗),"Lightly used,Meetup,Sham Shui Po (深水埗)","https://media.karousell.com/media/photos/products/2023/8/18/lenovo_m710s___i57400__16gb_ra_1692367284_1f80395f,https://media.karousell.com/media/photos/products/2023/8/18/lenovo_m710s___i57400__16gb_ra_1692367284_1f80395f_progressive,https://media.karousell.com/media/photos/products/2023/8/18/lenovo_m710s___i57400__16gb_ra_1692367284_3b4e0189_progressive,https://media.karousell.com/media/photos/products/2023/8/18/lenovo_m710s___i57400__16gb_ra_1692367284_868bd649_progressive,https://media.karousell.com/media/photos/products/2023/8/18/lenovo_m710s___i57400__16gb_ra_1692367284_cd16ca54_progressive,https://media.karousell.com/media/photos/products/2023/8/18/lenovo_m710s___i57400__16gb_ra_1692367284_36269feb_progressive,https://media.karousell.com/media/photos/products/2023/2/8/lenovo_m710s___i57400__16gb_ra_1675864340_a3d4be5f_progressive,https://media.karousell.com/media/photos/products/2023/5/29/27_samsung_c27f591_1080p_60hz__1685367590_66f894c5_thumbnail,https://media.karousell.com/media/photos/products/2023/8/4/25__asus_mx259h__ips_____25_mx_1691150895_f55bb452_thumbnail,https://media.karousell.com/media/photos/products/2023/6/15/24_dell_p2418ht1080p_60hz___us_1686836184_de068f5c_thumbnail","HK$1,200",/u/wingscomputer001/,SFF Lenovo M710S ( i5-7400 / 16GB RAM / 256GB SSD )【🌐Wi-Fi 上網 + 📶 藍牙｜✨3個月保養】# 電腦 / 台機 / 細機 / 主機 / 袖珍機 /Desktop / SFF / Tiny / Mini / Micro / PC【熱門】,https://www.carousell.com.hk/p/sff-lenovo-m710s-i5-7400-16gb-ram-256gb-ssd-%E3%80%90%F0%9F%8C%90wi-fi-%E4%B8%8A%E7%B6%B2-%F0%9F%93%B6-%E8%97%8D%E7%89%99%EF%BD%9C%E2%9C%A83%E5%80%8B%E6%9C%88%E4%BF%9D%E9%A4%8A%E3%80%91-%E9%9B%BB%E8%85%A6-%E5%8F%B0%E6%A9%9F-%E7%B4%B0%E6%A9%9F-%E4%B8%BB%E6%A9%9F-%E8%A2%96%E7%8F%8D%E6%A9%9F-desktop-sff-tiny-mini-micro-pc%E3%80%90%E7%86%B1%E9%96%80%E3%80%91-1214111232/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=a_aFLyJpLRmgih5o&t-referrer_sort_by=popular&t-tap_index=112
,Well used # Well used: Used but handled with care. Might have some minor flaws or defects.,"Posted,4 weeks ago,伺服器專用cpu   亦適合挖礦

cpu 電腦",MTR North Point Station (港鐵北角站),"Well used,Meetup,MTR North Point Station (港鐵北角站)","https://media.karousell.com/media/photos/products/2023/8/22/intel_xeon_e54667v4_1692745354_1a126971.jpg,https://media.karousell.com/media/photos/products/2023/8/22/intel_xeon_e54667v4_1692745354_1a126971_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/22/intel_xeon_e54667v4_1692745354_1a126971_progressive.jpg,https://media.karousell.com/media/photos/products/2023/5/20/____fiio_k5_pro_ess__1684563139_99b9ee3c_thumbnail",HK$200,/u/brian1314.thl/,Intel Xeon E5-4667V4,https://www.carousell.com.hk/p/intel-xeon-e5-4667v4-1250564437/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=a_aFLyJpLRmgih5o&t-referrer_sort_by=popular&t-tap_index=127
,Brand new # Brand new: Never used before. Comes with original packaging or tag.,"Bumped,3 weeks ago,更新於9月20日 ，2023年

r5 5600 正常使用700
搭配主板b450m +300
x570+600塊錢
100%work 可以試





此貼定時更新 全新或二手產品 
少使用泵

其他零件

請主動私信，我們會很樂意答復你的
舊電腦升級
回收筆記本電腦，遊戲電腦，歡迎報價
換現金
你有舊電腦話比我知道大概什麼配置
我會回收舊電腦零件，可以當抵數新零件
（比如你舊電腦i5 2400 我收50）
（你就可以拿50現金走了）

升級處理器內存硬盤火牛顯卡主板，一條龍服務，當天日整，當日取！
什麼都有，歡迎查詢

查看「全新砌機，rtx 4070主機低至8800海景主機全部電腦跟操作系統！砌機有保證，優質1對1服務，遊戲電腦，生產力渲染電腦，平價高價各種價位都有，2年保修開單有，可升級電腦，清理灰塵，電腦維修，換新服務（細看內容 i5 13400f inter 13代 amd 5600 5000系rtx 4060 rtx 4070 rtx 3070 rtx 3070ti rtx4060ti  3080  4070 ti rx6700xt rtx3060    3090 舊機抵押」，可以喺 #Carousell 嘅HK$10,000搵到：",Jockey Club Tak Wah Park (賽馬會德華公園),"Brand new,Meetup,Jockey Club Tak Wah Park (賽馬會德華公園)","https://media.karousell.com/media/photos/products/2023/9/20/rtx3050_8g_20224_254_1695200455_157379ef.jpg,https://media.karousell.com/media/photos/products/2023/9/20/rtx3050_8g_20224_254_1695200455_157379ef_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/rtx3050_8g_20224_254_1695200455_7cf6c81d_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/rtx3050_8g_20224_254_1695200455_8ffe9c2e_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/rtx3050_8g_20224_254_1695200455_b3a62002_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/rtx3050_8g_20224_254_1695200455_5fdcd210_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/30/i5_10400rx6600xt_rtx4060ti_8gz_1693369124_9bdd645d_progressive.jpg,https://media.karousell.com/media/photos/products/2023/4/26/40701125_i5_13400f_inter_13_am_1682515780_6a3ec405_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/4/26/40701125_i5_13400f_inter_13_am_1682515780_6a3ec405_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/4/26/40701125_i5_13400f_inter_13_am_1682515780_6a3ec405_thumbnail.jpg",HK$700,/u/r181307-44006/,r5 5600+b450m套餐性價比套餐，能效i5 12400f一樣,https://www.carousell.com.hk/p/r5-5600-b450m%E5%A5%97%E9%A4%90%E6%80%A7%E5%83%B9%E6%AF%94%E5%A5%97%E9%A4%90%EF%BC%8C%E8%83%BD%E6%95%88i5-12400f%E4%B8%80%E6%A8%A3-1245428354/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=100
,Lightly used # 7,"Bumped,1 month ago,Brand,Dell,I5 10400 
已有內置顯示卡
8Gb ram 
500gb hdd
128 Ssd m.2
2021年5月購入
送Microsoft office",MTR Fanling Station Platform 1 (粉嶺站1號月台),"Lightly used,Meetup,MTR Fanling Station Platform 1 (粉嶺站1號月台)","https://media.karousell.com/media/photos/products/2023/6/15/dell_inspiron_3880_i5_10400__c_1686827368_699c9ddd.jpg,https://media.karousell.com/media/photos/products/2023/6/15/dell_inspiron_3880_i5_10400__c_1686827368_699c9ddd_progressive.jpg,https://media.karousell.com/media/photos/products/2023/6/15/dell_inspiron_3880_i5_10400__c_1686827368_e42da7db_progressive.jpg,https://media.karousell.com/media/photos/products/2023/6/15/dell_inspiron_3880_i5_10400__c_1686827368_122107ce_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/10/dell_inspiron_3880_i5_10400__c_1688997710_ef5aa1c5_progressive.jpg,https://media.karousell.com/media/photos/products/2023/6/15/dell_inspiron_3880_i5_10400__c_1686827368_3bf859d0_progressive.jpg,https://media.karousell.com/media/photos/products/2023/6/1/ipad_pro_105__64gb_wifi_1685612719_1b65ec18_thumbnail,https://media.karousell.com/media/photos/products/2023/7/16/casio_fx50f_1689516861_abdff27f_thumbnail.jpg","HK$2,000",/u/fh00410325/,i5 10400 第十代 cpu Dell Inspiron 3880 超強文書機 6核12線程 學生機,https://www.carousell.com.hk/p/i5-10400-%E7%AC%AC%E5%8D%81%E4%BB%A3-cpu-dell-inspiron-3880-%E8%B6%85%E5%BC%B7%E6%96%87%E6%9B%B8%E6%A9%9F-6%E6%A0%B812%E7%B7%9A%E7%A8%8B-%E5%AD%B8%E7%94%9F%E6%A9%9F-1237632255/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=98
,Like new # Like new: Used lightly only once or twice. As good as new.,"Posted,2 weeks ago,Brand,Asrock,Model Number,B460 Phantom  Gaming 4,電腦主板
升級電腦設備，屋企無位放，所以賣出，
正常使用，無壞點，
有說明書、光碟

屯、天、元西地站交收",Tin Shui Wai 天水圍,"Like new,Meetup,Tin Shui Wai 天水圍","https://media.karousell.com/media/photos/products/2023/9/3/asrock_b460_phantom_gaming_4_1693754752_a2d9b9e4.jpg,https://media.karousell.com/media/photos/products/2023/9/3/asrock_b460_phantom_gaming_4_1693754752_a2d9b9e4_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/3/asrock_b460_phantom_gaming_4_1693754752_07011e9a_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/3/asrock_b460_phantom_gaming_4_1693754752_8ef8505c_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/3/asrock_b460_phantom_gaming_4_1693754752_b8e6ed68_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/3/asrock_b460_phantom_gaming_4_1693754752_5c7347d0_progressive.jpg,https://media.karousell.com/media/photos/products/2021/3/27/cb13x02__1616849051_ef7e3008_thumbnail.jpg",HK$300,/u/0020405PPP/,Asrock B460 Phantom Gaming 4,https://www.carousell.com.hk/p/asrock-b460-phantom-gaming-4-1252763358/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=97
,Lightly used # 7,"Posted,2 hours ago,Brand,Samsung,功能全正常運作，新淨無塵",MTR Chai Wan Station (港鐵柴灣站),"Lightly used,Meetup,MTR Chai Wan Station (港鐵柴灣站)","https://media.karousell.com/media/photos/products/2023/9/21/samsungpc_1695258016_0d2ad1de.jpg,https://media.karousell.com/media/photos/products/2023/9/21/samsungpc_1695258016_0d2ad1de_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/21/samsungpc_1695258016_2c5afb11_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/21/samsungpc_1695258016_5513f943_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/21/samsungpc_1695258016_0755c5a6_progressive.jpg",HK$700,/u/a65318781/,samsung三星電腦PC,https://www.carousell.com.hk/p/samsung%E4%B8%89%E6%98%9F%E9%9B%BB%E8%85%A6pc-1255948869/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=95
,Well used # Well used: Used but handled with care. Might have some minor flaws or defects.,"Posted,9 hours ago,Brand,HP,只有主機和火牛，顯示器不包括在內。配置：G5400T 3.1GHz CPU ， 4 G  RAM ，120G SSD ，Windows 10 Pro操作系統，可以隨時－鍵還原系統！",MTR Whampoa Station (港鐵黃埔站),"Well used,Mailing · Meetup,MTR Whampoa Station (港鐵黃埔站)","https://media.karousell.com/media/photos/products/2023/9/20/hp_prodesk_400_g4_mini_pc_1695232773_37ed7566.jpg,https://media.karousell.com/media/photos/products/2023/9/20/hp_prodesk_400_g4_mini_pc_1695232773_37ed7566_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/hp_prodesk_400_g4_mini_pc_1695232773_ac15b288_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/hp_prodesk_400_g4_mini_pc_1695232773_f0b35a25_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/hp_prodesk_400_g4_mini_pc_1695232773_00ab4728_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/hp_prodesk_400_g4_mini_pc_1695232773_066f8e56_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/hp_prodesk_400_g4_mini_pc_1695232773_d7f84150_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/hp_prodesk_400_g4_mini_pc_1695232773_bc107c75_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/20/hp_prodesk_400_g4_mini_pc_1695232773_30ce1837_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/28/bottega_veneta_1693248818_692ec57c_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/7/9/olympia_sz500_1688923639_18ff6b5a_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/7/9/yamaha_481_1688924142_e1521e50_thumbnail.jpg",HK$600,/u/sky1888/,HP ProDesk 400 G4 Mini PC,https://www.carousell.com.hk/p/hp-prodesk-400-g4-mini-pc-1255933025/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=a_aFLyJpLRmgih5o&t-referrer_sort_by=popular&t-tap_index=116
,Like new # Like new: Used lightly only once or twice. As good as new.,"Posted,6 months ago,幫你承擔二手機風險，已經幫你清塵檢查同全新無異，價錢優惠，一插即用，抵到爛不議價，不散賣

用心砌機，專注每個細節，零件精心挑選，不是東湊西湊
 (某行家s標題同内容都可以不一，甚至懒到抄襲本店内容)

順跑所有遊遊戲

Ryzen 5 4500 CPU
MSI b450 Mortar max Motherboard 
Asus Rog Rx 5700 xt GPU  性能 performance = rtx 2070 super 
Gskill Tridentz 8x2gb 3200 mhz RAM
512gb nvme SSD
Cooler master 650w PSU
Cooler master ATX CASE",,"Like new,Mailing,Hong Kong","https://media.karousell.com/media/photos/products/2023/3/18/amd__r5_4500_5700_xt____gaming_1679119656_c8560a86,https://media.karousell.com/media/photos/products/2023/3/18/amd__r5_4500_5700_xt____gaming_1679119656_c8560a86_progressive,https://media.karousell.com/media/photos/products/2023/3/18/amd__r5_4500_5700_xt____gaming_1679119656_c8560a86_progressive,https://media.karousell.com/media/photos/products/2023/9/14/sold____no_rgb_workgaming_pc_r_1694735944_d471e548_thumbnail,https://media.karousell.com/media/photos/products/2023/9/14/in_stock__mid_range_compact_ga_1694735973_fafe9c47_thumbnail,https://media.karousell.com/media/photos/products/2023/9/13/in_stock_itx_nzxt_gaming_deskt_1694621436_fbdd66c6_thumbnail","HK$4,180",/u/omakase_pc/,(Sold) AMD 電競砌機 R5 4500 5700 xt 主機 電腦 上網 Gaming not 3070 2080 6700 3080 6600,https://www.carousell.com.hk/p/sold-amd-%E9%9B%BB%E7%AB%B6%E7%A0%8C%E6%A9%9F-r5-4500-5700-xt-%E4%B8%BB%E6%A9%9F-%E9%9B%BB%E8%85%A6-%E4%B8%8A%E7%B6%B2-gaming-not-3070-2080-6700-3080-6600-1221326729/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=93
,Lightly used # 7,"Posted,6 days ago,Brand,ZOTAC,100%work, ,新淨, 留電話/ what sapp 示留不回

無盒, 無 單, HK 行貨代理 保到2024年
 Zotac GAMING GeForce RTX 3070 Twin Edge OC

GPU：	RTX 3070 , 可以開光追
記憶體：	8GB GDDR6
輸入/輸出：	3 x DisplayPort 1.4a (up to 7680x4320@60Hz) HDMI 2.1* (up to 7680x4320@60Hz)
時脈 (RAM/GPU)：	Boost: 1755 MHz
最低電源要求：	650W

",MTR North Point Station (港鐵北角站),"Lightly used,Meetup,MTR North Point Station (港鐵北角站)","https://media.karousell.com/media/photos/products/2023/9/16/gaming_geforce_rtx_3070_twin_e_1694827857_5b74c655,https://media.karousell.com/media/photos/products/2023/9/16/gaming_geforce_rtx_3070_twin_e_1694827857_5b74c655_progressive,https://media.karousell.com/media/photos/products/2023/9/16/gaming_geforce_rtx_3070_twin_e_1694827857_fca8805a_progressive,https://media.karousell.com/media/photos/products/2023/9/16/gaming_geforce_rtx_3070_twin_e_1694827857_4618c2a1_progressive","HK$1,900",/u/xxx89/,有保 Zotac GAMING RTX 3070 Twin Edge OC ( 3070 NOT 3080 4070 4080 3060  3060ti 2060),https://www.carousell.com.hk/p/%E6%9C%89%E4%BF%9D-zotac-gaming-rtx-3070-twin-edge-oc-3070-not-3080-4070-4080-3060-3060ti-2060-1254817244/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=91
,Like new # Like new: Used lightly only once or twice. As good as new.,"Bumped,2 hours ago,有盒有保養

新淨，100% work，實物拍攝，
通過壓力測試，14天私保，有壞即换
幫你承擔二手機風險，
已經幫你清塵檢查，價錢優惠，
一插即用，抵到爛不議價",MTR Yuen Long Station (港鐵元朗站),"Like new,Meetup,MTR Yuen Long Station (港鐵元朗站)","https://media.karousell.com/media/photos/products/2023/7/27/msi_suprim_x_rtx_3070_1690469138_f80e0c8f.jpg,https://media.karousell.com/media/photos/products/2023/7/27/msi_suprim_x_rtx_3070_1690469138_f80e0c8f_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/27/msi_suprim_x_rtx_3070_1690469138_0013d420_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/27/msi_suprim_x_rtx_3070_1690469138_b9baa70a_progressive.jpg,https://media.karousell.com/media/photos/products/2023/4/14/i512600k_asus_z690a_prime__1681483107_b82bf215_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/4/25/asus_tuf_gtx_1660ti_6gb__1682426879_0d52f19c_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/7/30/msi_rtx_3070_gaming_x__1690715631_9bcfb3d9_thumbnail.jpg","HK$2,600",/u/longxin_technology/,MSI SUPRIM X RTX 3070,https://www.carousell.com.hk/p/msi-suprim-x-rtx-3070-1245569767/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=a_aFLyJpLRmgih5o&t-referrer_sort_by=popular&t-tap_index=111
,Like new # Like new: Used lightly only once or twice. As good as new.,"Posted,6 days ago,Brand,Asus,移民平放",MTR Yuen Long Station (港鐵元朗站),"Like new,Meetup,MTR Yuen Long Station (港鐵元朗站)","https://media.karousell.com/media/photos/products/2023/9/14/tuf_gmaing_rtx3060_1694691239_cd06b0de.jpg,https://media.karousell.com/media/photos/products/2023/9/14/tuf_gmaing_rtx3060_1694691239_cd06b0de_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/14/tuf_gmaing_rtx3060_1694691239_cd06b0de_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/14/tuf_gmaing_rtx3060_1694691239_f1d558b2_progressive.jpg","HK$1,700",/u/skyl0ng/,TUF GMAING RTX 3060,https://www.carousell.com.hk/p/tuf-gmaing-rtx-3060-1254747546/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=86
